posizione,tipo,wallet,tavola,casella,erede_di_tavola,data,tx_hash,token,importo_token,valore_usd,n_dual_donazione,dual_ordinale,emissione_dono,note
118,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,20,4,119,2026-06-14 16:27:49,0x27ca59993c6335dbe0a1fca45d844508873540cc1470d2284943c50bf9ebf31b,USDC,20.0,20.0,1,1,,
119,HUMAN,0xc4554541de8eef9046fc5ffbf19b396e5a569481,20,5,120,2026-06-14 16:27:49,0x27ca59993c6335dbe0a1fca45d844508873540cc1470d2284943c50bf9ebf31b,USDC,20.0,20.0,1,1,,
120,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,20,6,121,2026-06-14 16:30:25,0x414a69933d1ad9fef6fc131934d1e2a0a5fdc6a45069718e4d14a134b0292b99,USDC,20.0,20.0,1,1,,
121,HUMAN,0x7441aaa19ddbb7e15a89e9280fa46a38a2655a32,21,1,122,2026-06-14 16:30:25,0x414a69933d1ad9fef6fc131934d1e2a0a5fdc6a45069718e4d14a134b0292b99,USDC,20.0,20.0,1,1,,
122,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,21,2,123,2026-06-14 16:32:27,0x22297ed1d922078af064b56e5dafe58b168b224b09e89d62b11c90429ce1b898,USDC,20.0,20.0,1,1,,
123,HUMAN,0x94b5877890b42530d7837e8a02cecfa7d4a2e2e5,21,3,124,2026-06-14 16:32:27,0x22297ed1d922078af064b56e5dafe58b168b224b09e89d62b11c90429ce1b898,USDC,20.0,20.0,1,1,,
124,RISERVATA,(Gemello #8 futuro),21,4,125,,,,,,,,,RISERVATO ticket 124: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
125,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,21,5,126,2026-06-14 16:34:34,0x17fcff8723ff2fc7e59d40620075eb5793b437d50eb764469f49eef22278bf92,USDC,20.0,20.0,1,1,,
126,HUMAN,0xebd678dd0f1b3ff253826516c894d37748fdba89,21,6,127,2026-06-14 16:34:34,0x17fcff8723ff2fc7e59d40620075eb5793b437d50eb764469f49eef22278bf92,USDC,20.0,20.0,1,1,,
127,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,22,1,128,2026-06-14 16:46:54,0xf2642d1783bf4001fba8d5f93a8651296b0b8c1a4de45f48acab76fb5a033e75,USDC,40.0,40.0,2,1,,
128,HUMAN,0xefd1feb4a9fe0c0b6f5cbf2b79497fc291bf0d33,22,2,129,2026-06-14 16:46:54,0xf2642d1783bf4001fba8d5f93a8651296b0b8c1a4de45f48acab76fb5a033e75,USDC,40.0,40.0,2,1,,
129,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,22,3,130,2026-06-14 16:46:54,0xf2642d1783bf4001fba8d5f93a8651296b0b8c1a4de45f48acab76fb5a033e75,USDC,40.0,40.0,2,2,,
130,HUMAN,0xefd1feb4a9fe0c0b6f5cbf2b79497fc291bf0d33,22,4,131,2026-06-14 16:46:54,0xf2642d1783bf4001fba8d5f93a8651296b0b8c1a4de45f48acab76fb5a033e75,USDC,40.0,40.0,2,2,,
131,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,22,5,132,2026-06-14 17:30:33,0xade10b99318d15dfdb9f9b61d90aeedae7562cf1e5d0332a0ad53f5346fe3275,USDC,20.0,20.0,1,1,,
132,HUMAN,0x030768a5f864bf50d4788482768a9607207a0d78,22,6,133,2026-06-14 17:30:33,0xade10b99318d15dfdb9f9b61d90aeedae7562cf1e5d0332a0ad53f5346fe3275,USDC,20.0,20.0,1,1,,
133,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,23,1,134,2026-06-14 18:08:42,0x58689b96eb56797acd077d281434d2ac0ce004a53a953a44779ac4ce55201b4c,USDC,20.0,20.0,1,1,,
134,HUMAN,0x399a4d1dd19de63a8fc6718bb4c0b03df033a5c6,23,2,135,2026-06-14 18:08:42,0x58689b96eb56797acd077d281434d2ac0ce004a53a953a44779ac4ce55201b4c,USDC,20.0,20.0,1,1,,
135,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,23,3,136,2026-06-14 20:01:15,0x4f11c79049f8e057b19b596aec648f9717e96ee0954400b8c724ff59e45ba729,USDC,20.0,20.0,1,1,,
136,HUMAN,0xcc8d757fbb69547c97a725ac68a6311c70a54297,23,4,137,2026-06-14 20:01:15,0x4f11c79049f8e057b19b596aec648f9717e96ee0954400b8c724ff59e45ba729,USDC,20.0,20.0,1,1,,
137,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,23,5,138,2026-06-14 20:23:13,0x50e186bbc0b389d333d96fbed9b996abb31bb69bda38c17b7d246c54ab9780f4,USDC,20.0,20.0,1,1,,
138,RISERVATA,(Gemello #9 futuro),23,6,139,,,,,,,,,RISERVATO ticket 138: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
139,HUMAN,0x99911ba907bb8c1633f3fa9b0507774e0cd587b9,24,1,140,2026-06-14 20:23:13,0x50e186bbc0b389d333d96fbed9b996abb31bb69bda38c17b7d246c54ab9780f4,USDC,20.0,20.0,1,1,,
140,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,24,2,141,2026-06-14 21:07:57,0x0a88cdc96032391871ed11493dd857c15b98528ad969d6230c177c83138db1ba,USDC,20.0,20.0,1,1,,
141,HUMAN,0x0285a0b17824718330aa94457267400380e98c16,24,3,142,2026-06-14 21:07:57,0x0a88cdc96032391871ed11493dd857c15b98528ad969d6230c177c83138db1ba,USDC,20.0,20.0,1,1,,
142,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,24,4,143,2026-06-14 21:16:18,0x123ad671f3f4c491c2fd159e8d0f7d328e5546fa1908a94a4ab186fcc988d1fb,USDC,20.0,20.0,1,1,,
143,HUMAN,0xca3e0e768ac90a0b48a01f7dcafc560c82b21b6c,24,5,144,2026-06-14 21:16:18,0x123ad671f3f4c491c2fd159e8d0f7d328e5546fa1908a94a4ab186fcc988d1fb,USDC,20.0,20.0,1,1,,
144,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,24,6,145,2026-06-14 21:24:24,0xf0734e8eacceb25cda62d44988d7a7e0f82a53574bec93534b1ab7a2f81bb095,USDC,20.0,20.0,1,1,,
145,HUMAN,0x5d307d129f8f6482e8ace7be181b8a97c434e2d1,25,1,146,2026-06-14 21:24:24,0xf0734e8eacceb25cda62d44988d7a7e0f82a53574bec93534b1ab7a2f81bb095,USDC,20.0,20.0,1,1,,
146,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,25,2,147,2026-06-14 21:55:57,0xd5438f83f082aae84f33122e3cdc849023b65df13b1fb21b3d008ea42eefd94a,USDC,20.0,20.0,1,1,,
147,HUMAN,0x4c7fedf4cc94264e8e166a3d10dd9ffab92bb7b5,25,3,148,2026-06-14 21:55:57,0xd5438f83f082aae84f33122e3cdc849023b65df13b1fb21b3d008ea42eefd94a,USDC,20.0,20.0,1,1,,
148,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,25,4,149,2026-06-15 07:58:36,0x7ee0492af31183aca768a93b2dd323d4e5356f33ef134ad3a1b0e5c339c85c68,USDC,20.0,20.0,1,1,,
149,HUMAN,0x1407e65d195c11d4f4fe9a9e5d1fc78356702980,25,5,150,2026-06-15 07:58:36,0x7ee0492af31183aca768a93b2dd323d4e5356f33ef134ad3a1b0e5c339c85c68,USDC,20.0,20.0,1,1,,
150,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,25,6,151,2026-06-15 08:13:24,0xa30695e2e06923e6ed9102ae492248fdadb18c4dcbfb39f8750419fbe92b81c4,USDC,20.0,20.0,1,1,,
151,HUMAN,0x1b02fe670bb13b371569e52b7a38138aea529559,26,1,152,2026-06-15 08:13:24,0xa30695e2e06923e6ed9102ae492248fdadb18c4dcbfb39f8750419fbe92b81c4,USDC,20.0,20.0,1,1,,
152,RISERVATA,(Gemello #10 futuro),26,2,153,,,,,,,,,RISERVATO ticket 152: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
153,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,26,3,154,2026-06-15 08:34:58,0xf66a37696dedf12e838bf1339a2f20ca75a15d81af52a6b88889cba8dadc7ee7,USDC,20.0,20.0,1,1,,
154,HUMAN,0xb02c29d6b4f3e523b6fc9a87c78c268555aedef7,26,4,155,2026-06-15 08:34:58,0xf66a37696dedf12e838bf1339a2f20ca75a15d81af52a6b88889cba8dadc7ee7,USDC,20.0,20.0,1,1,,
155,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,26,5,156,2026-06-15 08:54:55,0x608c5c5ec36185f11210de2c9e10f30ba441b0fda5439c63c3d6fac38dda7edd,USDC,20.0,20.0,1,1,,
156,HUMAN,0xa13bffda5f410764a2d119f430e9e19b10ea8228,26,6,157,2026-06-15 08:54:55,0x608c5c5ec36185f11210de2c9e10f30ba441b0fda5439c63c3d6fac38dda7edd,USDC,20.0,20.0,1,1,,
157,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,27,1,158,2026-06-15 09:21:42,0x16493ddba4c1b8e84932e19d08a7d67e21a19a5a1fa68af8064676f995bb606d,USDC,20.0,20.0,1,1,,
158,HUMAN,0xf064bdfb18d2cc52fc32496394514b95f5e5cf16,27,2,159,2026-06-15 09:21:42,0x16493ddba4c1b8e84932e19d08a7d67e21a19a5a1fa68af8064676f995bb606d,USDC,20.0,20.0,1,1,,
159,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,27,3,160,2026-06-15 09:44:21,0x6c81517b675e7b35d5bf70795db48abfce6548df75c3e14bba00b973cc40da45,USDC,20.0,20.0,1,1,,
160,HUMAN,0x92419748b7dd196fd8be7da4d7e17dabc936884f,27,4,161,2026-06-15 09:44:21,0x6c81517b675e7b35d5bf70795db48abfce6548df75c3e14bba00b973cc40da45,USDC,20.0,20.0,1,1,,
161,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,27,5,162,2026-06-15 10:50:46,0x31722dc7a38ddea6b52a2918bb3dd64ef3b7a8a73a3690c8d1593a2cf7a8f7cc,USDC,40.0,40.0,2,1,,
162,HUMAN,0x1d0a126dd25f1601e05012beaef75708ec5c62f9,27,6,163,2026-06-15 10:50:46,0x31722dc7a38ddea6b52a2918bb3dd64ef3b7a8a73a3690c8d1593a2cf7a8f7cc,USDC,40.0,40.0,2,1,,
163,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,28,1,164,2026-06-15 10:50:46,0x31722dc7a38ddea6b52a2918bb3dd64ef3b7a8a73a3690c8d1593a2cf7a8f7cc,USDC,40.0,40.0,2,2,,
164,HUMAN,0x1d0a126dd25f1601e05012beaef75708ec5c62f9,28,2,165,2026-06-15 10:50:46,0x31722dc7a38ddea6b52a2918bb3dd64ef3b7a8a73a3690c8d1593a2cf7a8f7cc,USDC,40.0,40.0,2,2,,
165,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,28,3,166,2026-06-15 13:10:43,0xdc21d2bb5a216e2168cff87a897a33675e036afd4a95f78e25c8c58cc5e0f2a2,USDC,20.0,20.0,1,1,,
166,RISERVATA,(Gemello #11 futuro),28,4,167,,,,,,,,,RISERVATO ticket 166: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
167,HUMAN,0x7510fe25213e581d8f7d354702cbae34b0ae11d7,28,5,168,2026-06-15 13:10:43,0xdc21d2bb5a216e2168cff87a897a33675e036afd4a95f78e25c8c58cc5e0f2a2,USDC,20.0,20.0,1,1,,
168,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,28,6,169,2026-06-15 13:35:19,0xe680e7e66b0ea301f9486c2b43adf5ff3f7a5a797735e97269ccca88468f5f9b,USDC,20.0,20.0,1,1,,
169,HUMAN,0x6bc9c37079a2e4f79c51556d8032455cf98d9dbb,29,1,170,2026-06-15 13:35:19,0xe680e7e66b0ea301f9486c2b43adf5ff3f7a5a797735e97269ccca88468f5f9b,USDC,20.0,20.0,1,1,,
170,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,29,2,171,2026-06-15 13:59:36,0x8c41a5e08396ac0d51375c677f1d3b5a2906153e92eb9dadd0c4b21775fa7eee,USDC,20.0,20.0,1,1,,
171,HUMAN,0xaeda3f3f0176ec0b661ee6f6339163fccbae46ff,29,3,172,2026-06-15 13:59:36,0x8c41a5e08396ac0d51375c677f1d3b5a2906153e92eb9dadd0c4b21775fa7eee,USDC,20.0,20.0,1,1,,
172,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,29,4,173,2026-06-15 14:04:46,0xce2c82ec133bcea5a6b23edd9e42af50c88ffde2527e609654bcf44cdfe65b41,USDC,20.0,20.0,1,1,,
173,HUMAN,0xbe17ce579328fcdb3213ba98957c95b4d9fce6a0,29,5,174,2026-06-15 14:04:46,0xce2c82ec133bcea5a6b23edd9e42af50c88ffde2527e609654bcf44cdfe65b41,USDC,20.0,20.0,1,1,,
174,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,29,6,175,2026-06-15 14:09:55,0x152bc7f2f087dfe5125c2092c954a82e07cd8611b4bc70f259c16488196cdb98,USDC,20.0,20.0,1,1,,
175,HUMAN,0xae960318022ba5521eb6635cf906decd56704e52,30,1,176,2026-06-15 14:09:55,0x152bc7f2f087dfe5125c2092c954a82e07cd8611b4bc70f259c16488196cdb98,USDC,20.0,20.0,1,1,,
176,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,30,2,177,2026-06-15 14:25:12,0x7eb4ce74182cb72049d4a835966f45c8e625863e960f0bc9052caae3d12da689,USDC,20.0,20.0,1,1,,
177,HUMAN,0x9b44723781e372bbc0e44bbb29a6c73e266c08f3,30,3,178,2026-06-15 14:25:12,0x7eb4ce74182cb72049d4a835966f45c8e625863e960f0bc9052caae3d12da689,USDC,20.0,20.0,1,1,,
178,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,30,4,179,2026-06-15 15:43:22,0x872e58ef24bac3d32ea8ebf736b6340c000abe4b9b5b380c67def68ccff06182,USDC,40.0,40.0,2,1,,
179,HUMAN,0xfb7da0e014ed2b5d0bdf64df159861ae67743137,30,5,180,2026-06-15 15:43:22,0x872e58ef24bac3d32ea8ebf736b6340c000abe4b9b5b380c67def68ccff06182,USDC,40.0,40.0,2,1,,
180,RISERVATA,(Gemello #12 futuro),30,6,181,,,,,,,,,RISERVATO ticket 180: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
181,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,31,1,182,2026-06-15 15:43:22,0x872e58ef24bac3d32ea8ebf736b6340c000abe4b9b5b380c67def68ccff06182,USDC,40.0,40.0,2,2,,
182,HUMAN,0xfb7da0e014ed2b5d0bdf64df159861ae67743137,31,2,183,2026-06-15 15:43:22,0x872e58ef24bac3d32ea8ebf736b6340c000abe4b9b5b380c67def68ccff06182,USDC,40.0,40.0,2,2,,
183,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,31,3,184,2026-06-15 15:46:55,0xc21331e948496d57f6118d047aeb057db3cd5641187aa7426694aa9b3d7d0c10,USDC,20.0,20.0,1,1,,
184,HUMAN,0xaf148f3ba3ce31b40c4ca682a35a0680e29bcebc,31,4,185,2026-06-15 15:46:55,0xc21331e948496d57f6118d047aeb057db3cd5641187aa7426694aa9b3d7d0c10,USDC,20.0,20.0,1,1,,
185,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,31,5,186,2026-06-15 15:56:19,0x9ebe85f8d1db79a73afc0a4a7cbb860d28ec425380910e733e2dfc354485fbf1,USDC,20.0,20.0,1,1,,
186,HUMAN,0x5dc62fc9c12ac3d56fe0a53ab6875056abba192b,31,6,187,2026-06-15 15:56:19,0x9ebe85f8d1db79a73afc0a4a7cbb860d28ec425380910e733e2dfc354485fbf1,USDC,20.0,20.0,1,1,,
187,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,32,1,188,2026-06-15 17:07:09,0xee32e633bb494b0a1d41a28f78ff0ed4c7df12da720aa74008f126dd078ffc8c,USDC,20.0,20.0,1,1,,
188,HUMAN,0xe67aa369ecde3712e6a0a5a28cbbd495d831a16e,32,2,189,2026-06-15 17:07:09,0xee32e633bb494b0a1d41a28f78ff0ed4c7df12da720aa74008f126dd078ffc8c,USDC,20.0,20.0,1,1,,
189,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,32,3,190,2026-06-15 18:32:04,0x92758d78ea431caa6ec041d8e9c395d7ca26f8a72f2a9720cecfe7cae56a77f1,USDC,40.0,40.0,2,1,,
190,HUMAN,0x802a905a48bf06843cc344faadf38e332d02c335,32,4,191,2026-06-15 18:32:04,0x92758d78ea431caa6ec041d8e9c395d7ca26f8a72f2a9720cecfe7cae56a77f1,USDC,40.0,40.0,2,1,,
191,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,32,5,192,2026-06-15 18:32:04,0x92758d78ea431caa6ec041d8e9c395d7ca26f8a72f2a9720cecfe7cae56a77f1,USDC,40.0,40.0,2,2,,
192,HUMAN,0x802a905a48bf06843cc344faadf38e332d02c335,32,6,193,2026-06-15 18:32:04,0x92758d78ea431caa6ec041d8e9c395d7ca26f8a72f2a9720cecfe7cae56a77f1,USDC,40.0,40.0,2,2,,
193,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,33,1,194,2026-06-17 20:26:07,0x25f75eb9142b9a47b3a94dac800c61cfe320dd9e813890467afbe9613251c959,USDC,20.0,20.0,1,1,,
194,RISERVATA,(Gemello #13 futuro),33,2,195,,,,,,,,,RISERVATO ticket 194: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
195,HUMAN,0x3a0fde8d24c3c2b9448503a60d036e66417b2757,33,3,196,2026-06-17 20:26:07,0x25f75eb9142b9a47b3a94dac800c61cfe320dd9e813890467afbe9613251c959,USDC,20.0,20.0,1,1,,
196,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,33,4,197,2026-06-17 20:46:53,0x18c052957b8574c22b5f8a77a0f70db68e0958ffdd5178ce0d8078ff42dd72ec,USDC,20.0,20.0,1,1,,
197,HUMAN,0x589a44c24d413208f15e20e948ed4802bf894ca4,33,5,198,2026-06-17 20:46:53,0x18c052957b8574c22b5f8a77a0f70db68e0958ffdd5178ce0d8078ff42dd72ec,USDC,20.0,20.0,1,1,,
198,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,33,6,199,2026-06-18 18:13:56,0xbd74f7d34d35cfcb98760cc90873946b4f58629285e777f62a874e5eb9c48345,USDC,20.0,20.0,1,1,,
199,HUMAN,0xf4e9e81ecfd30f3ba26b2ff18ae97f1df55fbc84,34,1,200,2026-06-18 18:13:56,0xbd74f7d34d35cfcb98760cc90873946b4f58629285e777f62a874e5eb9c48345,USDC,20.0,20.0,1,1,,
200,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,34,2,201,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,1,,
201,HUMAN,0xeeeb648756cb94a6df93ea329bd40c79420e2811,34,3,202,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,1,,
202,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,34,4,203,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,2,,
203,HUMAN,0xeeeb648756cb94a6df93ea329bd40c79420e2811,34,5,204,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,2,,
204,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,34,6,205,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,3,,
205,HUMAN,0xeeeb648756cb94a6df93ea329bd40c79420e2811,35,1,206,2026-06-18 20:15:46,0x4bbca5ad4a8037a48dc6772c6bba2ecd2049995cedd9fee2bc127f50cad715d4,USDC,60.0,60.0,3,3,,
206,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,35,2,207,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,1,,
207,HUMAN,0x5ff5a8a9b9af8f5915217bea734677176985cab1,35,3,208,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,1,,
208,RISERVATA,(Gemello #14 futuro),35,4,209,,,,,,,,,RISERVATO ticket 208: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
209,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,35,5,210,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,2,,
210,HUMAN,0x5ff5a8a9b9af8f5915217bea734677176985cab1,35,6,211,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,2,,
211,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,36,1,212,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,3,,
212,HUMAN,0x5ff5a8a9b9af8f5915217bea734677176985cab1,36,2,213,2026-06-19 05:47:13,0xd41d0898e653eca7f8a963391adaeb6d9faaa8e4ab4c1f23b5913bafae6464b2,USDC,60.0,60.0,3,3,,
213,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,36,3,214,2026-06-19 05:55:26,0x405ec10ec85764c8f97778975913917fdbfac4582d0bd05627c444924de6f5d3,USDC,20.0,20.0,1,1,,
214,HUMAN,0xf13802ad194c9d50509a9fd076dd8d939bed30dd,36,4,215,2026-06-19 05:55:26,0x405ec10ec85764c8f97778975913917fdbfac4582d0bd05627c444924de6f5d3,USDC,20.0,20.0,1,1,,
215,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,36,5,216,2026-06-26 18:32:28,0x13cb5ffc164ff3e790c81c603f1372e3a8ddd0f29a2e7893c71efec25a0cd0d7,USDC,20.0,20.0,1,1,,
216,HUMAN,0xad5f83d360cb565cf62f4ab4eabb9b3f197cc99b,36,6,217,2026-06-26 18:32:28,0x13cb5ffc164ff3e790c81c603f1372e3a8ddd0f29a2e7893c71efec25a0cd0d7,USDC,20.0,20.0,1,1,,
217,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,37,1,218,2026-06-27 07:11:23,0x94e92a4a9897ade95a0981087852d1fc04d380b745692edfacb8715550d89b38,USDC,20.0,20.0,1,1,,
218,HUMAN,0xc7569ca884e04fdbaaab45af5d401eeda0bddfb5,37,2,219,2026-06-27 07:11:23,0x94e92a4a9897ade95a0981087852d1fc04d380b745692edfacb8715550d89b38,USDC,20.0,20.0,1,1,,
219,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,37,3,220,2026-06-30 17:59:41,0x7b7dc24514d6141515d735b37b096dcb5f3d5b92f3c9af1534b14feeb890cc39,USDC,20.0,20.0,1,1,,
220,HUMAN,0x09d11d0eae9fcada36cf42e71d841e773ced5d7b,37,4,221,2026-06-30 17:59:41,0x7b7dc24514d6141515d735b37b096dcb5f3d5b92f3c9af1534b14feeb890cc39,USDC,20.0,20.0,1,1,,
221,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,37,5,222,2026-07-01 07:07:26,0x2e71ea3cd8efe3f249752ecf1c614842c691c965022c6385a7e18f9aa90ae5ae,USDC,20.0,20.0,1,1,,
222,RISERVATA,(Gemello #15 futuro),37,6,223,,,,,,,,,RISERVATO ticket 222: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
223,HUMAN,0x92b0a22662c80482579f700afd32cdbb0f7f8c79,38,1,224,2026-07-01 07:07:26,0x2e71ea3cd8efe3f249752ecf1c614842c691c965022c6385a7e18f9aa90ae5ae,USDC,20.0,20.0,1,1,,
224,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,38,2,225,2026-07-01 09:28:04,0xeb2e4271ea7f5a1b597c4da0a318bad697881d2d9f06d556d332b665ba1073a3,USDC,40.0,40.0,2,1,,
225,HUMAN,0x71b8c073259d89fdc182bd5f5513dda0bef4c4b6,38,3,226,2026-07-01 09:28:04,0xeb2e4271ea7f5a1b597c4da0a318bad697881d2d9f06d556d332b665ba1073a3,USDC,40.0,40.0,2,1,,
226,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,38,4,227,2026-07-01 09:28:04,0xeb2e4271ea7f5a1b597c4da0a318bad697881d2d9f06d556d332b665ba1073a3,USDC,40.0,40.0,2,2,,
227,HUMAN,0x71b8c073259d89fdc182bd5f5513dda0bef4c4b6,38,5,228,2026-07-01 09:28:04,0xeb2e4271ea7f5a1b597c4da0a318bad697881d2d9f06d556d332b665ba1073a3,USDC,40.0,40.0,2,2,,
228,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,38,6,229,2026-07-01 10:07:28,0x8096bc397b75f3efbf01af8114546205c7585658a620975b4e5784fb0e930f99,USDC,20.0,20.0,1,1,,
229,HUMAN,0x56f5c6ec5ffd9c69059b10b92ade45f5f6f1e304,39,1,230,2026-07-01 10:07:28,0x8096bc397b75f3efbf01af8114546205c7585658a620975b4e5784fb0e930f99,USDC,20.0,20.0,1,1,,
230,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,39,2,231,2026-07-01 10:11:23,0x7933f8a5756b98e025607af1307714d8971c15214f7974d02aa7e9dcae952329,USDC,20.0,20.0,1,1,,
231,HUMAN,0x290a9c48ab72192aeaae4a381d974c81092734c6,39,3,232,2026-07-01 10:11:23,0x7933f8a5756b98e025607af1307714d8971c15214f7974d02aa7e9dcae952329,USDC,20.0,20.0,1,1,,
232,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,39,4,233,2026-07-01 10:14:49,0x67985178c312197e23828c6cd47ed37fe051b8405f87707bdff364aecce091ec,USDC,20.0,20.0,1,1,,
233,HUMAN,0xf876af4de3431727caa50360915bcbc8797bf4a4,39,5,234,2026-07-01 10:14:49,0x67985178c312197e23828c6cd47ed37fe051b8405f87707bdff364aecce091ec,USDC,20.0,20.0,1,1,,
234,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,39,6,235,2026-07-01 10:25:11,0x34de0200bce0dfc2427e1040b4f60025c378ac86a619d4a4c352e8ce39901cd3,USDC,20.0,20.0,1,1,,
235,HUMAN,0x2a9708c7f68cb1e46f71d7cf5394693b1f84f765,40,1,236,2026-07-01 10:25:11,0x34de0200bce0dfc2427e1040b4f60025c378ac86a619d4a4c352e8ce39901cd3,USDC,20.0,20.0,1,1,,
236,RISERVATA,(Gemello #16 futuro),40,2,237,,,,,,,,,RISERVATO ticket 236: futuro faraone gemello-releasing (owner da confermare all'uscita da Venere)
